Curriculum,CONDENSED,,,,,,,,,
Institution,"",,,,,,,,,
Degree Type,"BS",,,,,,,,,
System Type,"semester",,,,,,,,,
CIP,"",,,,,,,,,
Courses,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
27649699,"FMPH UDE","","",,,,4,"",",PB25FI,PB25MU,PB25RE,PB25SI,PB25SN,PB25TH,PB25WA,PB25curriculum,PB26FI,PB26MU,PB26RE,PB26SI,PB26SN,PB26TH,PB26WA,PB26curriculum,PB27FI,PB27MU,PB27RE,PB27SI,PB27SN,PB27TH,PB27WA,PB27curriculum,PB28FI,PB28MU,PB28RE,PB28SI,PB28SN,PB28TH,PB28WA,PB28curriculum,PB29FI,PB29MU,PB29RE,PB29SI,PB29SN,PB29TH,PB29WA,PB29curriculum,PB30FI,PB30MU,PB30RE,PB30SI,PB30SN,PB30TH,PB30WA,PB30curriculum,PB31FI,PB31MU,PB31RE,PB31SI,PB31SN,PB31TH,PB31WA,PB31curriculum",
28342577,"IS Dept 1","","",,,,4.0,"",",IT25FI,IT25MU,IT25RE,IT25SI,IT25SN,IT25TH,IT25WA,IT25curriculum",
32493104,"MATH 20E","","","1497098272;2452577601",,,4,"",",BE25FI,BE25FI,BE25MU,BE25MU,BE25RE,BE25RE,BE25SI,BE25SI,BE25SN,BE25SN,BE25TH,BE25TH,BE25WA,BE25WA,BE25curriculum,BE25curriculum,CE25FI,CE25FI,CE25MU,CE25MU,CE25RE,CE25RE,CE25SI,CE25SI,CE25SN,CE25SN,CE25TH,CE25TH,CE25WA,CE25WA,CE25curriculum,CE25curriculum,EC27FI,EC27MU,EC27RE,EC27SI,EC27SN,EC27TH,EC27WA,EC27curriculum,EC28FI,EC28FI,EC28FI,EC28FI,EC28FI,EC28MU,EC28MU,EC28MU,EC28MU,EC28MU,EC28RE,EC28RE,EC28RE,EC28RE,EC28RE,EC28SI,EC28SI,EC28SI,EC28SI,EC28SI,EC28SN,EC28SN,EC28SN,EC28SN,EC28SN,EC28TH,EC28TH,EC28TH,EC28TH,EC28TH,EC28WA,EC28WA,EC28WA,EC28WA,EC28WA,EC28curriculum,EC28curriculum,EC28curriculum,EC28curriculum,EC28curriculum,EC37FI,EC37MU,EC37RE,EC37SI,EC37SN,EC37TH,EC37WA,EC37curriculum,MA27FI,MA27MU,MA27RE,MA27SI,MA27SN,MA27TH,MA27WA,MA27curriculum,MA29FI,MA29MU,MA29RE,MA29SI,MA29SN,MA29TH,MA29WA,MA29curriculum,MA30FI,MA30MU,MA30RE,MA30SI,MA30SN,MA30TH,MA30WA,MA30curriculum,MA31FI,MA31MU,MA31RE,MA31SI,MA31SN,MA31TH,MA31WA,MA31curriculum,MA32FI,MA32MU,MA32RE,MA32SI,MA32SN,MA32TH,MA32WA,MA32curriculum,MA35FI,MA35MU,MA35RE,MA35SI,MA35SN,MA35TH,MA35WA,MA35curriculum,MC25FI,MC25FI,MC25FI,MC25MU,MC25MU,MC25MU,MC25RE,MC25RE,MC25RE,MC25SI,MC25SI,MC25SI,MC25SN,MC25SN,MC25SN,MC25TH,MC25TH,MC25TH,MC25WA,MC25WA,MC25WA,MC25curriculum,MC25curriculum,MC25curriculum,MC27FI,MC27FI,MC27FI,MC27MU,MC27MU,MC27MU,MC27RE,MC27RE,MC27RE,MC27SI,MC27SI,MC27SI,MC27SN,MC27SN,MC27SN,MC27TH,MC27TH,MC27TH,MC27WA,MC27WA,MC27WA,MC27curriculum,MC27curriculum,MC27curriculum,MC30FI,MC30FI,MC30FI,MC30MU,MC30MU,MC30MU,MC30RE,MC30RE,MC30RE,MC30SI,MC30SI,MC30SI,MC30SN,MC30SN,MC30SN,MC30TH,MC30TH,MC30TH,MC30WA,MC30WA,MC30WA,MC30curriculum,MC30curriculum,MC30curriculum,MC31FI,MC31FI,MC31FI,MC31MU,MC31MU,MC31MU,MC31RE,MC31RE,MC31RE,MC31SI,MC31SI,MC31SI,MC31SN,MC31SN,MC31SN,MC31TH,MC31TH,MC31TH,MC31WA,MC31WA,MC31WA,MC31curriculum,MC31curriculum,MC31curriculum,MC32FI,MC32FI,MC32FI,MC32MU,MC32MU,MC32MU,MC32RE,MC32RE,MC32RE,MC32SI,MC32SI,MC32SI,MC32SN,MC32SN,MC32SN,MC32TH,MC32TH,MC32TH,MC32WA,MC32WA,MC32WA,MC32curriculum,MC32curriculum,MC32curriculum,MC33FI,MC33FI,MC33FI,MC33MU,MC33MU,MC33MU,MC33RE,MC33RE,MC33RE,MC33SI,MC33SI,MC33SI,MC33SN,MC33SN,MC33SN,MC33TH,MC33TH,MC33TH,MC33WA,MC33WA,MC33WA,MC33curriculum,MC33curriculum,MC33curriculum,MC34FI,MC34FI,MC34FI,MC34MU,MC34MU,MC34MU,MC34RE,MC34RE,MC34RE,MC34SI,MC34SI,MC34SI,MC34SN,MC34SN,MC34SN,MC34TH,MC34TH,MC34TH,MC34WA,MC34WA,MC34WA,MC34curriculum,MC34curriculum,MC34curriculum,NA25FI,NA25MU,NA25RE,NA25SI,NA25SN,NA25TH,NA25WA,NA25curriculum,PY26FI,PY26FI,PY26FI,PY26FI,PY26FI,PY26FI,PY26FI,PY26MU,PY26MU,PY26MU,PY26MU,PY26MU,PY26MU,PY26MU,PY26RE,PY26RE,PY26RE,PY26RE,PY26RE,PY26RE,PY26RE,PY26SI,PY26SI,PY26SI,PY26SI,PY26SI,PY26SI,PY26SI,PY26SN,PY26SN,PY26SN,PY26SN,PY26SN,PY26SN,PY26SN,PY26TH,PY26TH,PY26TH,PY26TH,PY26TH,PY26TH,PY26TH,PY26WA,PY26WA,PY26WA,PY26WA,PY26WA,PY26WA,PY26WA,PY26curriculum,PY26curriculum,PY26curriculum,PY26curriculum,PY26curriculum,PY26curriculum,PY26curriculum,PY28FI,PY28FI,PY28FI,PY28FI,PY28FI,PY28FI,PY28FI,PY28MU,PY28MU,PY28MU,PY28MU,PY28MU,PY28MU,PY28MU,PY28RE,PY28RE,PY28RE,PY28RE,PY28RE,PY28RE,PY28RE,PY28SI,PY28SI,PY28SI,PY28SI,PY28SI,PY28SI,PY28SI,PY28SN,PY28SN,PY28SN,PY28SN,PY28SN,PY28SN,PY28SN,PY28TH,PY28TH,PY28TH,PY28TH,PY28TH,PY28TH,PY28TH,PY28WA,PY28WA,PY28WA,PY28WA,PY28WA,PY28WA,PY28WA,PY28curriculum,PY28curriculum,PY28curriculum,PY28curriculum,PY28curriculum,PY28curriculum,PY28curriculum,PY29FI,PY29FI,PY29FI,PY29FI,PY29FI,PY29FI,PY29FI,PY29MU,PY29MU,PY29MU,PY29MU,PY29MU,PY29MU,PY29MU,PY29RE,PY29RE,PY29RE,PY29RE,PY29RE,PY29RE,PY29RE,PY29SI,PY29SI,PY29SI,PY29SI,PY29SI,PY29SI,PY29SI,PY29SN,PY29SN,PY29SN,PY29SN,PY29SN,PY29SN,PY29SN,PY29TH,PY29TH,PY29TH,PY29TH,PY29TH,PY29TH,PY29TH,PY29WA,PY29WA,PY29WA,PY29WA,PY29WA,PY29WA,PY29WA,PY29curriculum,PY29curriculum,PY29curriculum,PY29curriculum,PY29curriculum,PY29curriculum,PY29curriculum,PY30FI,PY30FI,PY30FI,PY30FI,PY30FI,PY30FI,PY30MU,PY30MU,PY30MU,PY30MU,PY30MU,PY30MU,PY30RE,PY30RE,PY30RE,PY30RE,PY30RE,PY30RE,PY30SI,PY30SI,PY30SI,PY30SI,PY30SI,PY30SI,PY30SN,PY30SN,PY30SN,PY30SN,PY30SN,PY30SN,PY30TH,PY30TH,PY30TH,PY30TH,PY30TH,PY30TH,PY30WA,PY30WA,PY30WA,PY30WA,PY30WA,PY30WA,PY30curriculum,PY30curriculum,PY30curriculum,PY30curriculum,PY30curriculum,PY30curriculum,PY31FI,PY31FI,PY31FI,PY31FI,PY31FI,PY31FI,PY31MU,PY31MU,PY31MU,PY31MU,PY31MU,PY31MU,PY31RE,PY31RE,PY31RE,PY31RE,PY31RE,PY31RE,PY31SI,PY31SI,PY31SI,PY31SI,PY31SI,PY31SI,PY31SN,PY31SN,PY31SN,PY31SN,PY31SN,PY31SN,PY31TH,PY31TH,PY31TH,PY31TH,PY31TH,PY31TH,PY31WA,PY31WA,PY31WA,PY31WA,PY31WA,PY31WA,PY31curriculum,PY31curriculum,PY31curriculum,PY31curriculum,PY31curriculum,PY31curriculum,PY32FI,PY32FI,PY32FI,PY32FI,PY32FI,PY32FI,PY32FI,PY32MU,PY32MU,PY32MU,PY32MU,PY32MU,PY32MU,PY32MU,PY32RE,PY32RE,PY32RE,PY32RE,PY32RE,PY32RE,PY32RE,PY32SI,PY32SI,PY32SI,PY32SI,PY32SI,PY32SI,PY32SI,PY32SN,PY32SN,PY32SN,PY32SN,PY32SN,PY32SN,PY32SN,PY32TH,PY32TH,PY32TH,PY32TH,PY32TH,PY32TH,PY32TH,PY32WA,PY32WA,PY32WA,PY32WA,PY32WA,PY32WA,PY32WA,PY32curriculum,PY32curriculum,PY32curriculum,PY32curriculum,PY32curriculum,PY32curriculum,PY32curriculum,PY33FI,PY33FI,PY33FI,PY33FI,PY33FI,PY33FI,PY33FI,PY33MU,PY33MU,PY33MU,PY33MU,PY33MU,PY33MU,PY33MU,PY33RE,PY33RE,PY33RE,PY33RE,PY33RE,PY33RE,PY33RE,PY33SI,PY33SI,PY33SI,PY33SI,PY33SI,PY33SI,PY33SI,PY33SN,PY33SN,PY33SN,PY33SN,PY33SN,PY33SN,PY33SN,PY33TH,PY33TH,PY33TH,PY33TH,PY33TH,PY33TH,PY33TH,PY33WA,PY33WA,PY33WA,PY33WA,PY33WA,PY33WA,PY33WA,PY33curriculum,PY33curriculum,PY33curriculum,PY33curriculum,PY33curriculum,PY33curriculum,PY33curriculum,PY34FI,PY34FI,PY34FI,PY34FI,PY34FI,PY34FI,PY34FI,PY34MU,PY34MU,PY34MU,PY34MU,PY34MU,PY34MU,PY34MU,PY34RE,PY34RE,PY34RE,PY34RE,PY34RE,PY34RE,PY34RE,PY34SI,PY34SI,PY34SI,PY34SI,PY34SI,PY34SI,PY34SI,PY34SN,PY34SN,PY34SN,PY34SN,PY34SN,PY34SN,PY34SN,PY34TH,PY34TH,PY34TH,PY34TH,PY34TH,PY34TH,PY34TH,PY34WA,PY34WA,PY34WA,PY34WA,PY34WA,PY34WA,PY34WA,PY34curriculum,PY34curriculum,PY34curriculum,PY34curriculum,PY34curriculum,PY34curriculum,PY34curriculum,SE27FI,SE27FI,SE27MU,SE27MU,SE27RE,SE27RE,SE27SI,SE27SI,SE27SN,SE27SN,SE27TH,SE27TH,SE27WA,SE27WA,SE27curriculum,SE27curriculum,SI30FI,SI30MU,SI30RE,SI30SI,SI30SN,SI30TH,SI30WA,SI30curriculum",
38515836,"NANO 108","","",,,,4,"",",NA25FI,NA25MU,NA25RE,NA25SI,NA25SN,NA25TH,NA25WA,NA25curriculum",
43575452,"CHEM 125/157","","","3795547512;4148381937",,,4,"",",CH36FI,CH36MU,CH36RE,CH36SI,CH36SN,CH36TH,CH36WA,CH36curriculum",
44132750,"HDS CORE COURSE 4","","",,,,4,"",",HS26FI,HS26MU,HS26RE,HS26SI,HS26SN,HS26TH,HS26WA,HS26curriculum,HS27FI,HS27MU,HS27RE,HS27SI,HS27SN,HS27TH,HS27WA,HS27curriculum,HS28FI,HS28MU,HS28RE,HS28SI,HS28SN,HS28TH,HS28WA,HS28curriculum",
45003556,"MATH 10C/20C","","","227502030",,,4,"",",CG32FI,CG32MU,CG32RE,CG32SI,CG32SN,CG32TH,CG32WA,CG32curriculum,CH35RE,CH35RE,CH38RE,CH38RE,IS26FI,IS26MU,IS26RE,IS26SI,IS26SN,IS26TH,IS26WA,IS26curriculum,IS34FI,IS34MU,IS34RE,IS34SI,IS34SN,IS34TH,IS34WA,IS34curriculum,PC34FI,PC34MU,PC34RE,PC34SI,PC34SN,PC34TH,PC34WA,PC34curriculum,SI29FI,SI29MU,SI29RE,SI29SI,SI29SN,SI29TH,SI29WA,SI29curriculum",
45297768,"EDS UD 3","","",,,,4,"",",ED25FI,ED25MU,ED25RE,ED25SI,ED25SN,ED25TH,ED25WA,ED25curriculum",
46317132,"CSE 141L","","","2489631375;379318997;2592972678",,,2,"",",CS25FI,CS25MU,CS25RE,CS25SI,CS25SN,CS25TH,CS25WA,CS25curriculum,CS26FI,CS26MU,CS26RE,CS26SI,CS26SN,CS26TH,CS26WA,CS26curriculum,EC26FI,EC26MU,EC26RE,EC26SI,EC26SN,EC26TH,EC26WA,EC26curriculum",
48006767,"NANO 148","","",,,,4,"",",NA25FI,NA25MU,NA25RE,NA25SI,NA25SN,NA25TH,NA25WA,NA25curriculum",
48228726,"COGS 1","","",,,,4,"",",CG25FI,CG25MU,CG25RE,CG25SI,CG25SN,CG25TH,CG25WA,CG25curriculum,CG29FI,CG29FI,CG29MU,CG29MU,CG29RE,CG29RE,CG29SI,CG29SI,CG29SN,CG29SN,CG29TH,CG29TH,CG29WA,CG29WA,CG29curriculum,CG29curriculum,CG31FI,CG31FI,CG31MU,CG31MU,CG31RE,CG31RE,CG31SI,CG31SI,CG31SN,CG31SN,CG31TH,CG31TH,CG31WA,CG31WA,CG31curriculum,CG31curriculum,CG33FI,CG33FI,CG33MU,CG33MU,CG33RE,CG33RE,CG33SI,CG33SI,CG33SN,CG33SN,CG33TH,CG33TH,CG33WA,CG33WA,CG33curriculum,CG33curriculum,CG34FI,CG34FI,CG34MU,CG34MU,CG34RE,CG34RE,CG34SI,CG34SI,CG34SN,CG34SN,CG34TH,CG34TH,CG34WA,CG34WA,CG34curriculum,CG34curriculum,CG35FI,CG35FI,CG35FI,CG35MU,CG35MU,CG35MU,CG35RE,CG35RE,CG35RE,CG35SI,CG35SI,CG35SI,CG35SN,CG35SN,CG35SN,CG35TH,CG35TH,CG35TH,CG35WA,CG35WA,CG35WA,CG35curriculum,CG35curriculum,CG35curriculum",
48240710,"UD HB CORE 2","","",,,,4,"",",BI35FI,BI35MU,BI35RE,BI35SI,BI35SN,BI35TH,BI35WA,BI35curriculum",
57313931,"DF7 - SOCIOLOGY","","",,,,4,"",",IS31FI,IS31MU,IS31RE,IS31SI,IS31SN,IS31TH,IS31WA,IS31curriculum",
63983127,"LANGUAGE GE 4","","",,,,5,"",",EN28RE,PB26RE",
64498248,"CSE 8A","","",,,,4,"",",BI34FI,BI34FI,BI34MU,BI34MU,BI34RE,BI34RE,BI34SI,BI34SI,BI34SN,BI34SN,BI34TH,BI34TH,BI34WA,BI34WA,BI34curriculum,BI34curriculum,CS25FI,CS25FI,CS25FI,CS25MU,CS25MU,CS25MU,CS25RE,CS25RE,CS25RE,CS25SI,CS25SI,CS25SI,CS25SN,CS25SN,CS25SN,CS25TH,CS25TH,CS25TH,CS25WA,CS25WA,CS25WA,CS25curriculum,CS25curriculum,CS25curriculum,CS26FI,CS26FI,CS26FI,CS26MU,CS26MU,CS26MU,CS26RE,CS26RE,CS26RE,CS26SI,CS26SI,CS26SI,CS26SN,CS26SN,CS26SN,CS26TH,CS26TH,CS26TH,CS26WA,CS26WA,CS26WA,CS26curriculum,CS26curriculum,CS26curriculum,CS27FI,CS27FI,CS27MU,CS27MU,CS27RE,CS27RE,CS27SI,CS27SI,CS27SN,CS27SN,CS27TH,CS27TH,CS27WA,CS27WA,CS27curriculum,CS27curriculum",
66366970,"UD Major 7","","",,,,4,"",",EN28FI,EN28MU,EN28RE,EN28SI,EN28SN,EN28TH,EN28WA,EN28curriculum,MA27FI,MA27MU,MA27RE,MA27SI,MA27SN,MA27TH,MA27WA,MA27curriculum,MA29FI,MA29MU,MA29RE,MA29SI,MA29SN,MA29TH,MA29WA,MA29curriculum,MA30FI,MA30MU,MA30RE,MA30SI,MA30SN,MA30TH,MA30WA,MA30curriculum,MA31FI,MA31MU,MA31RE,MA31SI,MA31SN,MA31TH,MA31WA,MA31curriculum,MA32FI,MA32MU,MA32RE,MA32SI,MA32SN,MA32TH,MA32WA,MA32curriculum,MA33FI,MA33MU,MA33RE,MA33SI,MA33SN,MA33TH,MA33WA,MA33curriculum,MA35FI,MA35MU,MA35RE,MA35SI,MA35SN,MA35TH,MA35WA,MA35curriculum,UN27RE,UN27curriculum,UNHARE,UNHAcurriculum,UNPSRE,UNPScurriculum,UNSSRE,UNSScurriculum",
71623918,"CBN CORE 3","","",,,,4,"",",PC34FI,PC34MU,PC34RE,PC34SI,PC34SN,PC34TH,PC34WA,PC34curriculum",
71949809,"PHYS 140A","","","2974960549",,,4,"",",EC28FI,EC28MU,EC28RE,EC28SI,EC28SN,EC28TH,EC28WA,EC28curriculum,PY26FI,PY26FI,PY26MU,PY26MU,PY26RE,PY26RE,PY26SI,PY26SI,PY26SN,PY26SN,PY26TH,PY26TH,PY26WA,PY26WA,PY26curriculum,PY26curriculum,PY28FI,PY28MU,PY28RE,PY28SI,PY28SN,PY28TH,PY28WA,PY28curriculum,PY29FI,PY29MU,PY29RE,PY29SI,PY29SN,PY29TH,PY29WA,PY29curriculum,PY32FI,PY32MU,PY32RE,PY32SI,PY32SN,PY32TH,PY32WA,PY32curriculum,PY33FI,PY33MU,PY33RE,PY33SI,PY33SN,PY33TH,PY33WA,PY33curriculum,PY34FI,PY34MU,PY34RE,PY34SI,PY34SN,PY34TH,PY34WA,PY34curriculum",
74016610,"TDDM 5","","",,,,4,"",",TH27FI,TH27MU,TH27RE,TH27SI,TH27SN,TH27TH,TH27WA,TH27curriculum",
74880282,"CHEM Elective","","",,,,4,"",",CH35FI,CH35MU,CH35RE,CH35SI,CH35SN,CH35TH,CH35WA,CH35curriculum,CH38FI,CH38MU,CH38RE,CH38SI,CH38SN,CH38TH,CH38WA,CH38curriculum",
79103529,"REEES UD ELECTIVE 3","","",,,,4,"",",RU26FI,RU26MU,RU26RE,RU26SI,RU26SN,RU26TH,RU26WA,RU26curriculum",
81085975,"POLI 30D","","",,,,4,"",",PS26FI,PS26MU,PS26RE,PS26SI,PS26SN,PS26TH,PS26WA,PS26curriculum,PS27FI,PS27MU,PS27RE,PS27SI,PS27SN,PS27TH,PS27WA,PS27curriculum,PS28FI,PS28MU,PS28RE,PS28SI,PS28SN,PS28TH,PS28WA,PS28curriculum,PS29FI,PS29MU,PS29RE,PS29SI,PS29SN,PS29TH,PS29WA,PS29curriculum,PS30FI,PS30MU,PS30RE,PS30SI,PS30SN,PS30TH,PS30WA,PS30curriculum,PS31FI,PS31MU,PS31RE,PS31SI,PS31SN,PS31TH,PS31WA,PS31curriculum,PS34FI,PS34MU,PS34RE,PS34SI,PS34SN,PS34TH,PS34WA,PS34curriculum",
83788153,"ESYS 101","","","400036334",,,4,"",",ES25FI,ES25MU,ES25RE,ES25SI,ES25SN,ES25TH,ES25WA,ES25curriculum,ES26FI,ES26MU,ES26RE,ES26SI,ES26SN,ES26TH,ES26WA,ES26curriculum,ES27FI,ES27MU,ES27RE,ES27SI,ES27SN,ES27TH,ES27WA,ES27curriculum,ES28FI,ES28MU,ES28RE,ES28SI,ES28SN,ES28TH,ES28WA,ES28curriculum",
86502469,"LTGM 100","","",,,,4.0,"",",GS25FI,GS25MU,GS25RE,GS25SI,GS25SN,GS25TH,GS25WA,GS25curriculum",
86515046,"POLI 30D/PSYC 60/SOCI 60","","",,,,4,"",",US26FI,US26MU,US26RE,US26SI,US26SN,US26TH,US26WA,US26curriculum",
88536948,"Ling elective 3","","",,,,4,"",",LN34FI,LN34MU,LN34RE,LN34SN,LN34TH,LN34WA,LN34curriculum",
90403854,"MUS UD Elective 2","","",,,,4,"",",MU25FI,MU25MU,MU25RE,MU25SI,MU25SN,MU25TH,MU25WA,MU25curriculum,MU26FI,MU26MU,MU26RE,MU26SI,MU26SN,MU26TH,MU26WA,MU26curriculum",
92462442,"IS UD Elective 7","","",,,,4.0,"",",IT25FI,IT25MU,IT25RE,IT25SI,IT25SN,IT25TH,IT25WA,IT25curriculum",
92806524,"COGS 108","","","3099896133;3920978579",,,4,"",",CG29FI,CG29MU,CG29RE,CG29SI,CG29SN,CG29TH,CG29WA,CG29curriculum,CG31FI,CG31MU,CG31RE,CG31SI,CG31SN,CG31TH,CG31WA,CG31curriculum,CG33FI,CG33MU,CG33RE,CG33SI,CG33SN,CG33TH,CG33WA,CG33curriculum,CG34FI,CG34MU,CG34RE,CG34SI,CG34SN,CG34TH,CG34WA,CG34curriculum,CG35FI,CG35MU,CG35RE,CG35SI,CG35SN,CG35TH,CG35WA,CG35curriculum",
96694832,"Ensemble 1","","",,,,2,"",",MU25FI,MU25MU,MU25RE,MU25SI,MU25SN,MU25TH,MU25WA,MU25curriculum,MU26FI,MU26MU,MU26RE,MU26SI,MU26SN,MU26TH,MU26WA,MU26curriculum",
96741989,"CHEM 7L","","","103212632",,,4,"",",BE25FI,BE25MU,BE25RE,BE25SI,BE25SN,BE25TH,BE25WA,BE25curriculum,BE27FI,BE27MU,BE27RE,BE27SI,BE27SN,BE27TH,BE27WA,BE27curriculum,BI31FI,BI31MU,BI31RE,BI31SI,BI31SN,BI31TH,BI31WA,BI31curriculum,BI32FI,BI32FI,BI32MU,BI32MU,BI32RE,BI32RE,BI32SI,BI32SI,BI32SN,BI32SN,BI32TH,BI32TH,BI32WA,BI32WA,BI32curriculum,BI32curriculum,BI35FI,BI35FI,BI35MU,BI35MU,BI35RE,BI35RE,BI35SI,BI35SI,BI35SN,BI35SN,BI35TH,BI35TH,BI35WA,BI35WA,BI35curriculum,BI35curriculum,BI37FI,BI37FI,BI37MU,BI37MU,BI37RE,BI37RE,BI37SI,BI37SI,BI37SN,BI37SN,BI37TH,BI37TH,BI37WA,BI37WA,BI37curriculum,BI37curriculum,BI38FI,BI38FI,BI38MU,BI38MU,BI38RE,BI38RE,BI38SI,BI38SI,BI38SN,BI38SN,BI38TH,BI38TH,BI38WA,BI38WA,BI38curriculum,BI38curriculum,CE25FI,CE25MU,CE25RE,CE25SI,CE25SN,CE25TH,CE25WA,CE25curriculum,CS27RE,ES27FI,ES27FI,ES27FI,ES27MU,ES27MU,ES27MU,ES27RE,ES27RE,ES27RE,ES27SI,ES27SI,ES27SI,ES27SN,ES27SN,ES27SN,ES27TH,ES27TH,ES27TH,ES27WA,ES27WA,ES27WA,ES27curriculum,ES27curriculum,ES27curriculum,GH26FI,GH26MU,GH26RE,GH26SI,GH26SN,GH26TH,GH26WA,GH26curriculum,NA25FI,NA25MU,NA25RE,NA25SI,NA25SN,NA25TH,NA25WA,NA25curriculum,PB31FI,PB31MU,PB31RE,PB31SI,PB31SN,PB31TH,PB31WA,PB31curriculum,PY26FI,PY26MU,PY26RE,PY26SI,PY26SN,PY26TH,PY26WA,PY26curriculum,SI29FI,SI29MU,SI29RE,SI29SI,SI29SN,SI29TH,SI29WA,SI29curriculum,SI30FI,SI30MU,SI30RE,SI30SI,SI30SN,SI30TH,SI30WA,SI30curriculum",
97882439,"IS Dept 3","","",,,,4.0,"",",IT25FI,IT25MU,IT25RE,IT25SI,IT25SN,IT25TH,IT25WA,IT25curriculum",
99732767,"PHYS UD DEPTH 1","","",,,,4,"",",PY29FI,PY29MU,PY29RE,PY29SI,PY29SN,PY29TH,PY29WA,PY29curriculum,PY33FI,PY33MU,PY33RE,PY33SI,PY33SN,PY33TH,PY33WA,PY33curriculum,PY34FI,PY34MU,PY34RE,PY34SI,PY34SN,PY34TH,PY34WA,PY34curriculum",
